# Total_number_of_molecules,Total_potential_energy_K
63.00000000,-212308.17853688
64.00000000,-214667.95317511
63.00000000,-211808.67768611
61.00000000,-207510.61220574
57.00000000,-196966.63913730
60.00000000,-204490.67136927
61.00000000,-207196.87034641
59.00000000,-197225.95536867
61.00000000,-206299.54707148
62.00000000,-209294.80057935
61.00000000,-204842.31824035
61.00000000,-206962.00190883
59.00000000,-200291.01949761
61.00000000,-206363.88942152
64.00000000,-213079.97367022
67.00000000,-220766.85084148
68.00000000,-225015.56964560
71.00000000,-232791.23393268
68.00000000,-226245.45733611
70.00000000,-232869.68733080
65.00000000,-220204.22356974
67.00000000,-224663.17228460
66.00000000,-224869.52393153
67.00000000,-226277.67619326
68.00000000,-229388.55151249
67.00000000,-227401.01038046
67.00000000,-228543.70688364
66.00000000,-225712.02840065
67.00000000,-225251.25773428
70.00000000,-232752.97383638
68.00000000,-225342.54653646
64.00000000,-214942.51416208
66.00000000,-218441.05724913
65.00000000,-217723.54711773
68.00000000,-226375.48509437
71.00000000,-235066.97265126
71.00000000,-235609.37100835
73.00000000,-242856.50142146
72.00000000,-241657.67791935
71.00000000,-240619.59550748
71.00000000,-240116.11821759
63.00000000,-217164.42360946
63.00000000,-216769.63932213
64.00000000,-220163.34265923
66.00000000,-225907.43141777
68.00000000,-230603.09378846
65.00000000,-224657.10983891
67.00000000,-230051.86174991
65.00000000,-225093.44058912
72.00000000,-247806.57074687
71.00000000,-248029.60389765
73.00000000,-249684.54241257
74.00000000,-249357.18272155
69.00000000,-237033.37183816
65.00000000,-224512.23445463
64.00000000,-220993.82443185
66.00000000,-226650.64857936
66.00000000,-228904.93388000
67.00000000,-232788.18197318
70.00000000,-239522.40975088
70.00000000,-240192.87963880
73.00000000,-246610.07386310
71.00000000,-239769.33324403
70.00000000,-237894.58838355
72.00000000,-243546.40411620
69.00000000,-236052.39645899
68.00000000,-234456.20860859
63.00000000,-222115.77594905
66.00000000,-231886.30249106
64.00000000,-224184.40555850
63.00000000,-220319.74935982
61.00000000,-214983.18904832
60.00000000,-212016.18075086
61.00000000,-212725.95335366
62.00000000,-215849.17296998
63.00000000,-219998.82420748
60.00000000,-209513.52335648
60.00000000,-212602.65920790
60.00000000,-212733.06025617
60.00000000,-209970.12410278
65.00000000,-222451.55752422
70.00000000,-236302.97580147
70.00000000,-236882.15760457
72.00000000,-243476.74525421
68.00000000,-232789.84835857
63.00000000,-219558.08256037
62.00000000,-218008.24912027
65.00000000,-227236.75081002
69.00000000,-238775.52435223
67.00000000,-236312.46838210
67.00000000,-235317.43809673
68.00000000,-237978.56408457
71.00000000,-246417.72262971
69.00000000,-238528.08525807
64.00000000,-224567.45242703
63.00000000,-222679.35802813
65.00000000,-228207.41003172
68.00000000,-233330.60401953
66.00000000,-229433.02711442
66.00000000,-230512.57657709
66.00000000,-227576.04120192
66.00000000,-227515.24569894
66.00000000,-227617.84795342
69.00000000,-237560.02244703
70.00000000,-240818.64041301
66.00000000,-231419.47368155
67.00000000,-235412.56572784
69.00000000,-239334.02114255
70.00000000,-243148.26421571
69.00000000,-239811.04728153
71.00000000,-246799.06711537
73.00000000,-252066.01064238
71.00000000,-245077.62987721
73.00000000,-253658.61168619
78.00000000,-266639.14130555
77.00000000,-262764.38862941
72.00000000,-246539.21304596
72.00000000,-248862.74128437
72.00000000,-247317.37714905
71.00000000,-242396.95636048
71.00000000,-242778.25051925
67.00000000,-234549.84941410
68.00000000,-237676.76213063
72.00000000,-246956.38632851
73.00000000,-248378.01683581
76.00000000,-256344.89433681
75.00000000,-251760.66927104
72.00000000,-241804.80950362
68.00000000,-230499.17264827
72.00000000,-241600.21069355
70.00000000,-236069.00000351
63.00000000,-220368.32470307
67.00000000,-231898.23355061
65.00000000,-225715.34820849
69.00000000,-234429.51342941
68.00000000,-233573.75328463
69.00000000,-235034.70365761
72.00000000,-244635.37034851
73.00000000,-249540.34642776
76.00000000,-256764.70144089
73.00000000,-249590.23865631
67.00000000,-235016.33635360
67.00000000,-235615.48986793
67.00000000,-235871.66089733
70.00000000,-245047.95381976
69.00000000,-242259.26230769
73.00000000,-254281.79993747
73.00000000,-252161.96589735
74.00000000,-257068.67996674
76.00000000,-264300.46583899
80.00000000,-273926.84722500
80.00000000,-276194.21847539
79.00000000,-273151.58902321
79.00000000,-275376.45232048
75.00000000,-263440.17458640
73.00000000,-258740.49138351
72.00000000,-255185.72278545
74.00000000,-260455.35685949
73.00000000,-258848.15457189
74.00000000,-260493.63168107
73.00000000,-254974.04081318
72.00000000,-252450.38038310
71.00000000,-248028.05184082
69.00000000,-241576.74196026
69.00000000,-239978.97199303
70.00000000,-243954.28479985
70.00000000,-242728.13289798
71.00000000,-246301.31403759
70.00000000,-242886.79037113
70.00000000,-242911.40006980
68.00000000,-238525.22333704
70.00000000,-242385.07102402
72.00000000,-245049.53318095
69.00000000,-238324.07551818
67.00000000,-233302.96448573
70.00000000,-242894.38174343
67.00000000,-231499.35587543
66.00000000,-230134.79645944
64.00000000,-226720.11127264
60.00000000,-215537.24585759
60.00000000,-215312.78307032
59.00000000,-210465.43815290
62.00000000,-215769.16491950
62.00000000,-218630.54001122
63.00000000,-222192.12836626
64.00000000,-225444.73648894
61.00000000,-216726.93977432
60.00000000,-213959.17829127
58.00000000,-209448.81775897
62.00000000,-219260.14648025
68.00000000,-234137.48997999
67.00000000,-230367.90348323
68.00000000,-233378.23848006
66.00000000,-229262.31843125
65.00000000,-225943.24697180
61.00000000,-214988.29653157
61.00000000,-213363.11254181
59.00000000,-207766.86491479
59.00000000,-207497.18740585
63.00000000,-218248.44818134
65.00000000,-220897.43716758
63.00000000,-217797.64977513
59.00000000,-207836.83377226
60.00000000,-209589.02558892
62.00000000,-213571.48397224
64.00000000,-219572.01954631
62.00000000,-216075.40182686
62.00000000,-214982.86112600
63.00000000,-216658.54652200
64.00000000,-217361.71120137
62.00000000,-212928.20014622
67.00000000,-226351.02713256
70.00000000,-236352.27312822
72.00000000,-241953.86038771
73.00000000,-243656.75090978
69.00000000,-233926.38773398
68.00000000,-231960.95698419
70.00000000,-237181.42673461
66.00000000,-225522.08874691
65.00000000,-223904.04095432
65.00000000,-223771.92846173
69.00000000,-233262.40883907
66.00000000,-226439.76526480
64.00000000,-219705.07571198
62.00000000,-215932.12219830
62.00000000,-215780.54817805
65.00000000,-223209.12714031
66.00000000,-225840.44668923
64.00000000,-221007.31608481
62.00000000,-213849.25949306
61.00000000,-213272.05467404
71.00000000,-243361.44462625
69.00000000,-239172.52735201
69.00000000,-237802.60740304
70.00000000,-240383.26941037
70.00000000,-240735.89879972
70.00000000,-240575.97600519
70.00000000,-239652.05463638
72.00000000,-245196.13822045
71.00000000,-243842.76805140
70.00000000,-240835.60422621
68.00000000,-232473.97946899
69.00000000,-235250.11878496
67.00000000,-228199.65246674
70.00000000,-237477.75642479
69.00000000,-235090.14577666
64.00000000,-226001.11434355
65.00000000,-229310.92351990
66.00000000,-231443.43164098
69.00000000,-236632.38444373
69.00000000,-239861.90281263
70.00000000,-240957.20213201
70.00000000,-242133.30823470
74.00000000,-251390.05418079
73.00000000,-250038.80955193
75.00000000,-256557.70389888
72.00000000,-250134.17810739
77.00000000,-263333.00015477
75.00000000,-256176.13986907
71.00000000,-245228.69230229
70.00000000,-238853.81827730
68.00000000,-231641.31614451
66.00000000,-228222.41183938
68.00000000,-230871.95606593
65.00000000,-222952.68694607
70.00000000,-237559.54317034
72.00000000,-242589.20770466
70.00000000,-237363.32410260
69.00000000,-237025.52113053
68.00000000,-233462.25263014
69.00000000,-236368.96579657
68.00000000,-235050.77688341
71.00000000,-243595.70819863
70.00000000,-239288.92793906
70.00000000,-239829.92130125
65.00000000,-225895.47408254
63.00000000,-220919.02525478
67.00000000,-228518.26105586
68.00000000,-232281.36611036
69.00000000,-237215.99430230
67.00000000,-230964.41906900
65.00000000,-225177.10366506
64.00000000,-224045.98425870
64.00000000,-225444.51861504
66.00000000,-228859.02875886
66.00000000,-229988.63421647
65.00000000,-227326.31803105
65.00000000,-226830.63502717
66.00000000,-230043.68306904
66.00000000,-230203.50083668
65.00000000,-228043.19185686
68.00000000,-234349.74975110
64.00000000,-221288.91695774
63.00000000,-219030.94776658
62.00000000,-214220.91480990
60.00000000,-209156.36583480
59.00000000,-207302.17342658
59.00000000,-207575.12853253
60.00000000,-209016.78782281
62.00000000,-213386.12280931
63.00000000,-215496.26885086
67.00000000,-223968.61139155
70.00000000,-230686.99379694
69.00000000,-228377.43667746
68.00000000,-226079.19067435
68.00000000,-225610.52018364
69.00000000,-226451.82396498
67.00000000,-221417.42474822
67.00000000,-224886.46037653
63.00000000,-212148.27127955
60.00000000,-203511.64088520
58.00000000,-200432.41792494
57.00000000,-196573.84683792
59.00000000,-203001.88631281
59.00000000,-204681.40835204
57.00000000,-200166.30469893
58.00000000,-201033.00003726
58.00000000,-198347.51103723
61.00000000,-204861.32474645
63.00000000,-212969.68111483
62.00000000,-208852.87365694
65.00000000,-216398.99859845
66.00000000,-218887.54565708
64.00000000,-215568.96768287
64.00000000,-212004.84225589
70.00000000,-227317.35079555
69.00000000,-226267.67035202
64.00000000,-213084.25700641
63.00000000,-211451.28750436
64.00000000,-212829.39598180
64.00000000,-213268.12288722
63.00000000,-210436.37073879
63.00000000,-208488.96770667
64.00000000,-210715.04627842
62.00000000,-208010.22713009
62.00000000,-209406.21023826
58.00000000,-198506.73104474
56.00000000,-194679.71035266
59.00000000,-201975.90860922
57.00000000,-196516.74817462
60.00000000,-205851.37161888
62.00000000,-211980.57725421
61.00000000,-210230.91437242
59.00000000,-204065.18757555
59.00000000,-204823.29189203
60.00000000,-205731.20954879
61.00000000,-209063.83693442
59.00000000,-205781.45350111
58.00000000,-202235.04410681
61.00000000,-211335.71959580
64.00000000,-218344.78594675
64.00000000,-219602.19005034
66.00000000,-224802.29839704
65.00000000,-222220.98687578
65.00000000,-224877.02294540
69.00000000,-234324.95844008
70.00000000,-233265.72185094
68.00000000,-229865.59067223
66.00000000,-224978.71299282
68.00000000,-232622.16861970
73.00000000,-243960.50039483
71.00000000,-243120.05469469
72.00000000,-246942.32321903
71.00000000,-245190.24539882
73.00000000,-250335.29183246
71.00000000,-242264.68004802
70.00000000,-240968.04014587
73.00000000,-249904.63657177
68.00000000,-233152.27331374
67.00000000,-229744.98735084
67.00000000,-228570.68894781
69.00000000,-233515.39826483
67.00000000,-228396.42018773
66.00000000,-226015.09369512
67.00000000,-230853.64333145
69.00000000,-235880.25172116
72.00000000,-244434.90515456
69.00000000,-238933.54573002
69.00000000,-240369.14667169
69.00000000,-238579.59996997
70.00000000,-241984.71198891
70.00000000,-243222.59323965
74.00000000,-252660.58119472
76.00000000,-255899.74607373
80.00000000,-265486.94808573
81.00000000,-269449.92395093
80.00000000,-266942.54853430
83.00000000,-275018.28143436
82.00000000,-272262.63494477
77.00000000,-256433.72457601
72.00000000,-242027.17198048
70.00000000,-236258.07755685
67.00000000,-227883.20917896
64.00000000,-219993.59236271
66.00000000,-225300.64922464
70.00000000,-237196.59649481
63.00000000,-218411.02189318
66.00000000,-223091.57204879
64.00000000,-218001.97564727
67.00000000,-224466.90922650
67.00000000,-228389.33805490
67.00000000,-228037.13278720
67.00000000,-228277.98026572
67.00000000,-227570.80643318
68.00000000,-231028.85526125
63.00000000,-216579.71579687
67.00000000,-229195.99891973
65.00000000,-222707.53266788
64.00000000,-218357.27041408
60.00000000,-204779.02981098
61.00000000,-208433.52711473
57.00000000,-200548.99875964
61.00000000,-210562.01032241
60.00000000,-205079.22352889
62.00000000,-213105.37093850
60.00000000,-204366.26547581
59.00000000,-204150.24193579
55.00000000,-195293.84221301
59.00000000,-206415.28622615
62.00000000,-210572.86454357
66.00000000,-221683.02475948
61.00000000,-208956.77109891
63.00000000,-212962.31797804
59.00000000,-204907.17851103
61.00000000,-210546.46749325
61.00000000,-210440.70770215
62.00000000,-212965.31076268
63.00000000,-215164.97830125
62.00000000,-212678.61197719
59.00000000,-204517.14508488
63.00000000,-215234.89507034
58.00000000,-200423.59408422
59.00000000,-203739.02226485
59.00000000,-201346.63169630
61.00000000,-207902.95736752
63.00000000,-215402.41594757
63.00000000,-215647.48444266
63.00000000,-215159.33151394
63.00000000,-216220.03242397
62.00000000,-214854.38118791
64.00000000,-220126.97001890
62.00000000,-214338.76397117
66.00000000,-225890.54015408
66.00000000,-225897.87666294
64.00000000,-221073.28659641
66.00000000,-225289.75845625
68.00000000,-233824.75877067
71.00000000,-243258.89774225
67.00000000,-231805.52608846
64.00000000,-223991.93244494
62.00000000,-217126.95649154
61.00000000,-214854.83660217
60.00000000,-211995.89779903
57.00000000,-205072.83212157
63.00000000,-221018.97883849
60.00000000,-211469.09707351
65.00000000,-224586.77187655
61.00000000,-212944.18563976
61.00000000,-212534.27994278
57.00000000,-200525.99638188
58.00000000,-202689.28984328
60.00000000,-208682.55617887
59.00000000,-206412.91024880
60.00000000,-209928.79458300
60.00000000,-208604.41486124
60.00000000,-208609.58037811
60.00000000,-207834.02069417
60.00000000,-208089.86085649
55.00000000,-195836.08296633
59.00000000,-209696.81157104
60.00000000,-212346.96008005
58.00000000,-207499.98116738
62.00000000,-216534.46779741
64.00000000,-221774.87997725
65.00000000,-222801.19490873
62.00000000,-214357.92349620
59.00000000,-207238.71383522
57.00000000,-202044.49117914
58.00000000,-204508.65141102
58.00000000,-204545.97842267
58.00000000,-201187.22812351
59.00000000,-204215.66428253
60.00000000,-205677.35325875
63.00000000,-214306.57021749
66.00000000,-222515.42573943
65.00000000,-221147.85448948
66.00000000,-226490.88991516
64.00000000,-222057.18244103
64.00000000,-219965.06080938
62.00000000,-217279.07807579
63.00000000,-219740.49979663
65.00000000,-224432.40087608
70.00000000,-237957.57493795
72.00000000,-245229.02021115
72.00000000,-244658.66978612
67.00000000,-233034.43438690
67.00000000,-233927.61002856
67.00000000,-233802.71254876
66.00000000,-231117.73578973
70.00000000,-239403.99735567
72.00000000,-240718.33357237
73.00000000,-246573.27174810
78.00000000,-258919.81760631
76.00000000,-254454.63949540
73.00000000,-246854.98751936
71.00000000,-239536.21292601
73.00000000,-247147.70996212
78.00000000,-262623.14199683
77.00000000,-258413.13931899
71.00000000,-243410.83438012
71.00000000,-245536.56512636
76.00000000,-259846.30012376
72.00000000,-248593.08491025
71.00000000,-245145.84557379
72.00000000,-247476.24545050
71.00000000,-242669.91560002
70.00000000,-239888.53185247
69.00000000,-237139.07654537
68.00000000,-236048.74930672
69.00000000,-238219.20048701
73.00000000,-246038.24425190
70.00000000,-238650.83195939
75.00000000,-250862.20290492
74.00000000,-246405.24617465
74.00000000,-248319.02326856
72.00000000,-241484.73668118
72.00000000,-242399.65967072
73.00000000,-243360.88078440
75.00000000,-249748.90479297
77.00000000,-257699.34736394
75.00000000,-252538.78527920
75.00000000,-251984.44994837
76.00000000,-254943.04905995
72.00000000,-244249.20648463
71.00000000,-239259.78185834
73.00000000,-242612.06661323
73.00000000,-241930.77601654
74.00000000,-245164.12833409
74.00000000,-245598.71130749
73.00000000,-241065.04416042
76.00000000,-252246.77299294
74.00000000,-247732.29700840
77.00000000,-257946.02434975
75.00000000,-251700.26083530
75.00000000,-250005.96659836
72.00000000,-243528.90402578
72.00000000,-243421.83962703
69.00000000,-235378.15272989
69.00000000,-233848.80679505
67.00000000,-229315.29707647
69.00000000,-234518.96939898
67.00000000,-230061.50609563
67.00000000,-231015.51319412
62.00000000,-217318.59319670
65.00000000,-225832.09145012
68.00000000,-232662.13075888
65.00000000,-222409.24588585
63.00000000,-217133.07922890
63.00000000,-217025.56892201
66.00000000,-221123.04926921
69.00000000,-229335.28619963
66.00000000,-221166.70906914
63.00000000,-214582.38998524
66.00000000,-223506.36758403
65.00000000,-221962.38210716
66.00000000,-224942.74941470
69.00000000,-232704.29099624
72.00000000,-242285.22824454
73.00000000,-243855.13058290
68.00000000,-228031.45179862
65.00000000,-221329.64263347
68.00000000,-229948.65148976
66.00000000,-224045.87293959
68.00000000,-230277.06420373
68.00000000,-232475.26997915
66.00000000,-229129.64844071
62.00000000,-218967.16414197
69.00000000,-237456.12284023
66.00000000,-230081.62790422
66.00000000,-230264.50492855
67.00000000,-230698.74933607
73.00000000,-247012.56590771
73.00000000,-248756.93483624
76.00000000,-255450.36207517
75.00000000,-255281.40247090
76.00000000,-258232.03814666
74.00000000,-254423.87241998
74.00000000,-254617.01578406
73.00000000,-252535.33341689
73.00000000,-251821.45753322
73.00000000,-250006.74610311
76.00000000,-257843.16884537
74.00000000,-252586.77096962
75.00000000,-255111.96556812
73.00000000,-250169.16578160
71.00000000,-245202.08403130
68.00000000,-236314.80187479
68.00000000,-235207.71283921
69.00000000,-238711.42620172
67.00000000,-233261.41921678
68.00000000,-236114.44894763
69.00000000,-237104.42669260
74.00000000,-250381.10407095
77.00000000,-258416.68222748
76.00000000,-251774.81021024
73.00000000,-244911.42333528
73.00000000,-244857.65232322
69.00000000,-236506.42209286
71.00000000,-240307.87122348
70.00000000,-238907.36455261
70.00000000,-240036.90561912
72.00000000,-242592.18745051
74.00000000,-248681.97244743
73.00000000,-246853.69615265
74.00000000,-250927.77487068
74.00000000,-249374.87279893
72.00000000,-243908.59624221
74.00000000,-250134.33896193
72.00000000,-243239.55179813
72.00000000,-242409.70548019
71.00000000,-241809.68178142
67.00000000,-229990.04057579
68.00000000,-235126.74812724
66.00000000,-230225.69584418
64.00000000,-226281.52916260
67.00000000,-233574.18030611
69.00000000,-236987.24394554
69.00000000,-239034.95445164
68.00000000,-235308.73344444
70.00000000,-244718.40578096
71.00000000,-247573.48709891
74.00000000,-254746.43394971
76.00000000,-258217.84034005
77.00000000,-262339.73753200
79.00000000,-266418.18505216
73.00000000,-251044.00435380
69.00000000,-241683.14632644
68.00000000,-238731.76549857
69.00000000,-242189.10897526
71.00000000,-246054.08913072
67.00000000,-236268.18896715
71.00000000,-247003.08868399
71.00000000,-244992.08529084
71.00000000,-247695.89739233
71.00000000,-245676.68760020
72.00000000,-248598.93321666
78.00000000,-267578.96284646
76.00000000,-260181.39701858
73.00000000,-252200.01400752
69.00000000,-241773.75049632
73.00000000,-247224.64872068
70.00000000,-237992.54380942
69.00000000,-235004.07850167
66.00000000,-227644.40617826
66.00000000,-228676.21305442
63.00000000,-220787.01324915
64.00000000,-225465.89972590
62.00000000,-221047.01431540
63.00000000,-223302.25767929
64.00000000,-225079.98545432
63.00000000,-224146.46339184
62.00000000,-219958.80784933
62.00000000,-219183.49461779
60.00000000,-214210.00397949
61.00000000,-215490.29340440
61.00000000,-214194.57024985
62.00000000,-217571.18797067
60.00000000,-211923.84226575
59.00000000,-211586.79061534
54.00000000,-198346.74867586
55.00000000,-200739.47912529
57.00000000,-206574.86274129
56.00000000,-202745.76953435
56.00000000,-204416.07269690
57.00000000,-208488.34892170
60.00000000,-214048.29036103
56.00000000,-202564.74754501
59.00000000,-211988.98212957
60.00000000,-216026.92633292
61.00000000,-218696.99368317
61.00000000,-219095.22490615
61.00000000,-219645.63387353
61.00000000,-222220.54025260
63.00000000,-230961.42593328
68.00000000,-242014.09680989
70.00000000,-247763.84878819
71.00000000,-248660.13371312
71.00000000,-249172.07880185
66.00000000,-236115.02049924
62.00000000,-227005.28254506
65.00000000,-236018.12146838
63.00000000,-229377.66854190
66.00000000,-236445.93328333
67.00000000,-237105.53841753
68.00000000,-241254.54329288
69.00000000,-243986.73057152
69.00000000,-246051.97831439
70.00000000,-250796.30385016
68.00000000,-246528.10994069
73.00000000,-257029.45055714
72.00000000,-254460.27590095
72.00000000,-254379.67063057
73.00000000,-257367.54126337
75.00000000,-263557.69766936
72.00000000,-256321.81900767
69.00000000,-248967.31028983
71.00000000,-252061.65848698
71.00000000,-254803.63849762
65.00000000,-238984.59297262
66.00000000,-240159.22139020
66.00000000,-240753.12050875
66.00000000,-239983.31997498
66.00000000,-238477.27064291
66.00000000,-239062.96833684
66.00000000,-236893.42303323
68.00000000,-243201.72652359
73.00000000,-255424.11327948
72.00000000,-254056.80719325
75.00000000,-262155.71569775
74.00000000,-258828.38500952
76.00000000,-265488.61513303
77.00000000,-264703.10511835
78.00000000,-265963.70762455
78.00000000,-266138.97807444
83.00000000,-278035.70860194
83.00000000,-276592.59429563
81.00000000,-272324.22992022
78.00000000,-265124.72036227
68.00000000,-238890.37680473
67.00000000,-235897.28035563
67.00000000,-232002.51477649
66.00000000,-230915.47760744
67.00000000,-232902.29888978
71.00000000,-244695.05911098
71.00000000,-245757.06468939
76.00000000,-259275.44055779
72.00000000,-247486.77081847
69.00000000,-237935.09858408
68.00000000,-237007.99331371
69.00000000,-241531.43545249
69.00000000,-244402.62318013
71.00000000,-248450.91210989
72.00000000,-250190.74056617
75.00000000,-254873.19108409
72.00000000,-248238.94665820
70.00000000,-243625.31674618
67.00000000,-236979.60620513
66.00000000,-231901.03176359
65.00000000,-227310.54045586
65.00000000,-228558.98751850
62.00000000,-219585.68368096
62.00000000,-218398.43308401
62.00000000,-219018.02844813
62.00000000,-220655.25955149
62.00000000,-220112.41025850
59.00000000,-212901.32907891
59.00000000,-213849.56282106
58.00000000,-211594.03693031
60.00000000,-215748.74555121
60.00000000,-214923.51757044
59.00000000,-211841.71960529
59.00000000,-212564.24817568
58.00000000,-205150.98529139
59.00000000,-208541.35028920
61.00000000,-214829.11502900
61.00000000,-217826.26677054
60.00000000,-214046.74396630
59.00000000,-208842.11257920
61.00000000,-214109.44754132
62.00000000,-215794.77321041
63.00000000,-218470.92671072
64.00000000,-220925.34683225
64.00000000,-217039.39312528
62.00000000,-213146.03346874
65.00000000,-220776.09400823
68.00000000,-229138.19684968
67.00000000,-228638.18942212
62.00000000,-215900.92024861
61.00000000,-213454.92689467
65.00000000,-224225.34653556
63.00000000,-221094.41382504
65.00000000,-229584.49736008
66.00000000,-231712.59887685
67.00000000,-233587.08235738
67.00000000,-232673.78773521
65.00000000,-226997.80003219
67.00000000,-230258.79480834
66.00000000,-227833.33602238
66.00000000,-227806.67254603
65.00000000,-224682.61372049
65.00000000,-224659.11563624
63.00000000,-218719.31689776
60.00000000,-213714.43958779
59.00000000,-211016.94625708
59.00000000,-213141.25609502
62.00000000,-221838.38258664
63.00000000,-222355.06475317
64.00000000,-224357.35437092
65.00000000,-227478.02165212
63.00000000,-222819.44137035
65.00000000,-226431.80114726
64.00000000,-222167.59678112
64.00000000,-222621.85701897
63.00000000,-218896.45730833
62.00000000,-215271.77044962
63.00000000,-217075.56346024
64.00000000,-218732.11128053
64.00000000,-218409.58925198
64.00000000,-215971.46888435
68.00000000,-226353.74404746
68.00000000,-228703.37222775
70.00000000,-234691.65715670
72.00000000,-241315.14294968
72.00000000,-244778.19817345
70.00000000,-240483.17538516
74.00000000,-252732.57240154
74.00000000,-254444.86396513
76.00000000,-258222.39350333
76.00000000,-256122.64279393
76.00000000,-257149.59152082
70.00000000,-241151.65331299
64.00000000,-226821.45858022
65.00000000,-226873.22134862
67.00000000,-232762.51983110
70.00000000,-238044.94615874
68.00000000,-233957.90346311
71.00000000,-244101.56831680
70.00000000,-239277.88059106
71.00000000,-243276.58611655
71.00000000,-244954.98701185
69.00000000,-239251.30475534
71.00000000,-243620.82277166
70.00000000,-241140.57728107
70.00000000,-243076.83341004
70.00000000,-245627.50083258
67.00000000,-237236.72054590
68.00000000,-238253.07280235
68.00000000,-237908.57705220
67.00000000,-234349.90670590
64.00000000,-224123.91911063
62.00000000,-219907.79778693
64.00000000,-226221.49923890
66.00000000,-231721.38410383
67.00000000,-234579.84577055
70.00000000,-242357.41295533
66.00000000,-230561.05922167
66.00000000,-229216.65157428
67.00000000,-231310.41705667
63.00000000,-221707.33893093
65.00000000,-226175.28008676
67.00000000,-234689.64925877
65.00000000,-228282.98954206
66.00000000,-231532.51743846
65.00000000,-229054.80390165
66.00000000,-231628.95403704
67.00000000,-233226.24567698
61.00000000,-215323.20906255
60.00000000,-215873.43751539
62.00000000,-222009.39119744
66.00000000,-233849.35514610
69.00000000,-240270.25751453
71.00000000,-246394.11713041
72.00000000,-252521.72940028
74.00000000,-254753.72779727
72.00000000,-253068.67290541
73.00000000,-254593.74960536
71.00000000,-250236.01812077
70.00000000,-245125.20422409
72.00000000,-249583.70509174
71.00000000,-247601.35240718
69.00000000,-244142.26121530
69.00000000,-247624.68768455
67.00000000,-242611.19315095
67.00000000,-241670.00593280
64.00000000,-231385.45487784
64.00000000,-229649.49614611
65.00000000,-232966.19361863
64.00000000,-228984.30078815
63.00000000,-226051.94523278
59.00000000,-213668.55242330
61.00000000,-219930.00697787
63.00000000,-225639.82789940
65.00000000,-231353.99889288
59.00000000,-214023.13876043
60.00000000,-215648.79372373
65.00000000,-228699.86061690
67.00000000,-234067.30028374
70.00000000,-241422.74365211
68.00000000,-234853.03228477
72.00000000,-244132.97631158
70.00000000,-241631.06996187
69.00000000,-238167.08016772
67.00000000,-232046.10916685
70.00000000,-241868.67408852
67.00000000,-232571.08046662
68.00000000,-235396.60186184
69.00000000,-240056.87675416
69.00000000,-238057.81256954
71.00000000,-244086.20452463
70.00000000,-244917.32766393
67.00000000,-234310.73863472
69.00000000,-242306.11890806
69.00000000,-243870.20583525
69.00000000,-244793.09562132
71.00000000,-247640.48044758
72.00000000,-250846.32237123
73.00000000,-253439.21350947
73.00000000,-252010.65356930
72.00000000,-249739.86873530
69.00000000,-241829.31414337
71.00000000,-250368.71194575
73.00000000,-255388.34594531
74.00000000,-258802.98281770
70.00000000,-249240.57620161
68.00000000,-243606.93674901
68.00000000,-242550.33760958
69.00000000,-245565.69304101
72.00000000,-252122.46370949
72.00000000,-253208.63917907
72.00000000,-255087.02528134
71.00000000,-251899.03358416
74.00000000,-258747.69577513
76.00000000,-264832.33548384
74.00000000,-257705.87726295
75.00000000,-258748.92568985
75.00000000,-258275.68220590
75.00000000,-259209.81279414
78.00000000,-268720.44427581
77.00000000,-264953.00007594
76.00000000,-263749.71910096
76.00000000,-264526.04261544
75.00000000,-262772.21935714
73.00000000,-255342.11394688
73.00000000,-253766.89448530
73.00000000,-251869.16035983
76.00000000,-256954.02948855
78.00000000,-261231.15407280
79.00000000,-264641.05592162
77.00000000,-257339.82204044
73.00000000,-246561.40285819
68.00000000,-234308.37634827
65.00000000,-223846.95621859
67.00000000,-229455.67059590
68.00000000,-231823.37763787
71.00000000,-242859.13997621
70.00000000,-238431.80497995
72.00000000,-243198.91251121
74.00000000,-249224.16551724
74.00000000,-249925.69593487
74.00000000,-250111.75274874
77.00000000,-256951.40888482
80.00000000,-263032.11072109
78.00000000,-259842.98363507
81.00000000,-270863.09757059
76.00000000,-258065.10141491
77.00000000,-260961.38605436
75.00000000,-255909.33171678
72.00000000,-248110.36002711
70.00000000,-241706.61254754
75.00000000,-255216.64055039
84.00000000,-277398.47889864
83.00000000,-272300.22201368
78.00000000,-259291.20690386
77.00000000,-254843.15795161
76.00000000,-254204.46303448
73.00000000,-247866.72407541
77.00000000,-258928.20570293
76.00000000,-256673.69384599
76.00000000,-255722.72291970
77.00000000,-259121.06225152
74.00000000,-250701.75582198
79.00000000,-262176.75588033
77.00000000,-255984.37287900
76.00000000,-253381.34377799
75.00000000,-249253.57989716
75.00000000,-252285.56622748
75.00000000,-252978.91444823
76.00000000,-256960.78055188
70.00000000,-241475.04951433
66.00000000,-233437.03324023
68.00000000,-239335.15609705
69.00000000,-242458.36709303
68.00000000,-239678.93363950
74.00000000,-256643.54013693
74.00000000,-254939.82770342
74.00000000,-257840.82263372
73.00000000,-253874.93140109
74.00000000,-256680.60907306
75.00000000,-261729.66404465
71.00000000,-250176.95149901
71.00000000,-250310.08202210
67.00000000,-237347.66293008
69.00000000,-240237.24878304
74.00000000,-254750.24371700
72.00000000,-247705.26639932
73.00000000,-251233.23233604
71.00000000,-247618.77850777
71.00000000,-245242.51009680
